date,fz,reg_num,reg_num_href,stage,p_object,organization_type,organization_name,organization_href,s_price,posted,updated,ending,documents_href
"Mon, 29 Apr 2024 18:10:56 +0000",223-ФЗ Прочие,№ 32413547119,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16704782,Подача заявок,"... (0,14 км), прибора коммерческого учёта (1 т.у ...",Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРО-ЗАПАД""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=9179,"653 386,50 ₽",25.04.2024,25.04.2024,08.05.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16704782
"Mon, 29 Apr 2024 18:10:56 +0000",223-ФЗ Прочие,№ 32413505220,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16698279,Подача заявок,"... мощность трансформатора 0,160 МВА, прибор учёта электроэнергии - 1шт)».",Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЮГ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=16632,"3 040 016,40 ₽",15.04.2024,24.04.2024,07.05.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16698279
"Mon, 29 Apr 2024 18:10:56 +0000",44-ФЗ Электронный аукцион,№ 0845300015024000237,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0845300015024000237,Определение поставщика завершено,"Монтаж коммерческого узла учёта тепловой энергии в зданиях по адресу: Ленинградская область, Выборгский район, п. Глебычево, Школьный проезд, д. 2, ТП №1, ТП №2, п. Ермилово, ул. Школьная, д. 13","Организация, осуществляющая размещение","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕДИНОЕ УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫМИ ЗАКАЗАМИ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ВЫБОРГСКИЙ РАЙОН"" ЛЕНИНГРАДСКОЙ ОБЛАСТИ",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2139974,"1 593 022,97 ₽",11.04.2024,23.04.2024,19.04.2024,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0845300015024000237
"Mon, 29 Apr 2024 18:10:56 +0000",223-ФЗ Открытый аукцион в электронной форме,№ 32413482299,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16695920,Подача заявок,Поверка приборов учёта,Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ВОРОНЕЖ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=15660,"8 936 540,08 ₽",08.04.2024,23.04.2024,06.05.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16695920
"Mon, 29 Apr 2024 18:10:56 +0000","223-ФЗ Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32413531243,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16685191,Подача заявок,"Выполнение работ по замене приборов учёта холодной и горячей воды по адресу: г. Москва, г. Зеленоград, корп. 330 для нужд ГБУ «КРЗ» (среди МСП)",Заказчик,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""КОРПОРАЦИЯ РАЗВИТИЯ ЗЕЛЕНОГРАДА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=581705,"16 066,66 ₽",22.04.2024,22.04.2024,06.05.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16685191
"Mon, 29 Apr 2024 18:10:57 +0000",223-ФЗ Прочие,№ 32413513563,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16662798,Подача заявок,"Заключение рамочного договора поставки приборов учета для укомплектования оборудования и модернизации средств учёта электроэнергии в рамках «Программы по снижению потерь электроэнергии в филиале ПАО «Россети Северный Кавказ» (Заказчик, Организатор) - «Ингушэнерго».",Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=14882,"24 542 772,00 ₽",16.04.2024,16.04.2024,02.05.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16662798
"Mon, 29 Apr 2024 18:10:57 +0000",223-ФЗ Прочие,№ 32413510347,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16658894,Закупка завершена,Поставка приборов учета электрической энергии в рамках создания интеллектуальной системы учёта электроэнергии (мощности) (ИСУЭ) ООО «Арктик-энерго»,Заказчик,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРКТИК-ЭНЕРГО""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=80124,"5 230 000,00 ₽",16.04.2024,16.04.2024,23.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16658894
"Mon, 29 Apr 2024 18:10:57 +0000","223-ФЗ Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32413498666,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16644296,Закупка завершена,Выполнение работ по установке общедомовых приборов учёта электроэнергии и трансформаторов тока в многоквартирных жилых домах,Заказчик,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВИТИМЭНЕРГОСБЫТ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=15262,"714 000,00 ₽",12.04.2024,12.04.2024,22.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16644296
"Mon, 29 Apr 2024 18:10:57 +0000",44-ФЗ Электронный аукцион,№ 0145200000424000334,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0145200000424000334,Определение поставщика завершено,"Поставка образовательных наборов для создания и функционирования центров образования естественно-научной и технологической направленностей в общеобразовательных организациях, расположенных в сельской местности и малых городах в целях достижения показателей и результатов федерального проекта ""Современная школа"", в рамках государственной программы Ленинградской области ""Современное образование Ленинградской области""","Организация, осуществляющая размещение",КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ЛЕНИНГРАДСКОЙ ОБЛАСТИ,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=700490,"36 900 907,00 ₽",13.03.2024,10.04.2024,21.03.2024,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0145200000424000334
"Mon, 29 Apr 2024 18:10:57 +0000",44-ФЗ Электронный аукцион,№ 0848300060624000135,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0848300060624000135,Определение поставщика завершено,Оказание услуг по поверке приборов учёта тепловой энергии и учёта воды для нужд МОУ Запрудненская гимназия.,"Организация, осуществляющая размещение","МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ"" ТАЛДОМСКОГО ГОРОДСКОГО ОКРУГА",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2160231,"511 000,00 ₽",01.04.2024,10.04.2024,09.04.2024,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0848300060624000135
"Mon, 29 Apr 2024 18:10:57 +0000",44-ФЗ Электронный аукцион,№ 0871200001024000013,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0871200001024000013,Определение поставщика завершено,Оказание услуг по поверке приборов учёта тепловой энергии,Заказчик,"ГОСУДАРСТВЕННОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ЯРОСЛАВСКОЙ ОБЛАСТИ ""УЧРЕЖДЕНИЕ ПО СОДЕРЖАНИЮ И ЭКСПЛУАТАЦИИ АДМИНИСТРАТИВНЫХ ЗДАНИЙ""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=2149577,"261 000,00 ₽",29.03.2024,09.04.2024,09.04.2024,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0871200001024000013
"Mon, 29 Apr 2024 18:10:57 +0000","223-ФЗ Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32413477920,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16620789,Работа комиссии,на право заключения договора на выполнение строительно-монтажных работ по установке приборов учёта с устройством камер обслуживания для нужд ООО «КрасКом» (Закупка №149-2024-КрасКом).,Заказчик,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" КРАСНОЯРСКИЙ ЖИЛИЩНО-КОММУНАЛЬНЫЙ КОМПЛЕКС""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=5716,"3 892 882,63 ₽",08.04.2024,08.04.2024,18.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16620789
"Mon, 29 Apr 2024 18:10:57 +0000",223-ФЗ Прочие,№ 32413481163,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16622439,Работа комиссии,"Заключение рамочного договора на оказание услуг по независимой экспертизе приборов учёта электрической энергии для нужд филиалов ПАО «Россети Северный Кавказ» (Организатор, Заказчик).",Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СЕВЕРНЫЙ КАВКАЗ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=14882,"2 857 800,00 ₽",08.04.2024,08.04.2024,16.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16622439
"Mon, 29 Apr 2024 18:10:57 +0000","223-ФЗ Запрос предложений в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32413478368,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16618782,Работа комиссии,"Право заключения договора на оказание услуг по ремонту приборов учёта и другого оборудования систем учета электроэнергии производства ЗАО ""ЭМИС"" (по единичным расценкам)",Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ УРАЛ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=2517,"6 974 907,00 ₽",08.04.2024,08.04.2024,16.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16618782
"Mon, 29 Apr 2024 18:10:58 +0000",223-ФЗ Прочие,№ 32413448217,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16616129,Закупка завершена,Поверка приборов учёта,Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО ЯРОСЛАВЛЬ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=13298,"11 109 832,80 ₽",29.03.2024,05.04.2024,15.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16616129
"Mon, 29 Apr 2024 18:10:58 +0000",223-ФЗ Прочие,№ 32413475908,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16613447,Работа комиссии,"Оказание услуг по поверке измерительных трансформаторов, приборов учёта, устройств сбора и передачи данных для нужд филиалов ПАО «Россети Ленэнерго» (240447)",Заказчик,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ ЛЕНЭНЕРГО""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=9673,"14 693 874,41 ₽",05.04.2024,05.04.2024,17.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16613447
"Mon, 29 Apr 2024 18:10:58 +0000",44-ФЗ Электронный аукцион,№ 0139300007224000112,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0139300007224000112,Определение поставщика завершено,Выполнение работ по монтажу узла учёта тепловой энергии в рамках текущего ремонта,"Организация, осуществляющая размещение",АДМИНИСТРАЦИЯ ГОРОДА ЮРГИ,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=620126,"482 689,90 ₽",26.03.2024,05.04.2024,05.04.2024,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0139300007224000112
"Mon, 29 Apr 2024 18:10:58 +0000",44-ФЗ Запрос котировок в электронной форме,№ 0348100025724000034,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0348100025724000034,Определение поставщика завершено,Поставка узлов учёта,Заказчик,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 68542""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=708344,"829 432,91 ₽",26.03.2024,03.04.2024,02.04.2024,https://zakupki.gov.ru/epz/order/notice/zk20/view/documents.html?regNumber=0348100025724000034
"Mon, 29 Apr 2024 18:10:58 +0000",44-ФЗ Запрос котировок в электронной форме,№ 0187300003124000041,https://zakupki.gov.ru/epz/order/notice/zk20/view/common-info.html?regNumber=0187300003124000041,Определение поставщика завершено,Оказание услуг по поверке приборов учёта энергетических ресурсов,"Организация, осуществляющая размещение",АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ЛЯНТОР,https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=788921,"48 826,66 ₽",25.03.2024,02.04.2024,01.04.2024,https://zakupki.gov.ru/epz/order/notice/zk20/view/documents.html?regNumber=0187300003124000041
"Mon, 29 Apr 2024 18:10:58 +0000",223-ФЗ Прочие,№ 32413451705,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16586873,Закупка завершена,Оказание услуг по замене прибора учёта тепловой энергии,Заказчик,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ НОВОСИБИРСКОЙ ОБЛАСТИ ""ИЗДАТЕЛЬСКИЙ ДОМ ""СОВЕТСКАЯ СИБИРЬ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=3598,"131 968,00 ₽",01.04.2024,01.04.2024,25.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16586873
"Mon, 29 Apr 2024 18:10:58 +0000",223-ФЗ Прочие,№ 32413449494,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16584449,Закупка завершена,"... и передачи данных, включая приобретение приборов учета, выполнение проектных, строительно-монтажных ... (188 технических приборов учета электроэнергии)»; «Установка приборов учета в соответствии ... , срока эксплуатации и при отсутствии прибора учета у потребителя класса напряжения ... ,4) кВ, включая приобретение приборов учета, выполнение проектных, строительно-монтажных ... учета электроэнергии (2028 прибора учёта электроэнергии)»; «Установка приборов учета в соответствии ... ,4) кВ, включая приобретение приборов учета, выполнение проектных, строительно-монтажных ... электроэнергии (133 приборов учета электроэнергии)»; «Установка приборов учета в соответствии ... или срока эксплуатации, при отсутствии прибора учета у потребителя класса напряжения ... 15) кВ, включая приобретение приборов учета, выполнение проектных, строительно-монтажных ... учета электроэнергии (50 приборов учета)»; «Установка приборов учета в соответствии ... или срока эксплуатации, при отсутствии прибора учета у потребителя класса напряжения ...",Заказчик,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСЕРВИС СЕВЕРО-ЗАПАДА""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=363817,"120 750 966,23 ₽",29.03.2024,29.03.2024,04.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16584449
"Mon, 29 Apr 2024 18:10:59 +0000","223-ФЗ Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",№ 32413438283,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16581701,Закупка завершена,"Поставка подстанции КТП-Т-В/В-400/10/0,4 без трансформатора с приборами учёта для филиала КЭС АО «СУЭНКО» (закупка среди субъектов МСП) (108/2024)",Заказчик,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБИРСКО-УРАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=13679,"695 984,79 ₽",28.03.2024,29.03.2024,05.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16581701
"Mon, 29 Apr 2024 18:10:59 +0000",44-ФЗ Электронный аукцион,№ 0111300005124000110,https://zakupki.gov.ru/epz/order/notice/ea20/view/common-info.html?regNumber=0111300005124000110,Определение поставщика завершено,"Оказание услуг по техническому обслуживанию узлов учёта тепловой энергии, горячего и холодного водоснабжения с использованием систем удаленного мониторинга, обслуживание узлов погодного регулирования для нужд МАДОУ ""Детский сад общеразвивающего вида №49"" НМР РТ","Организация, осуществляющая размещение","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ НИЖНЕКАМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""",https://zakupki.gov.ru/epz/organization/view/info.html?organizationId=629810,"47 539,17 ₽",21.03.2024,29.03.2024,29.03.2024,https://zakupki.gov.ru/epz/order/notice/ea20/view/documents.html?regNumber=0111300005124000110
"Mon, 29 Apr 2024 18:10:59 +0000",223-ФЗ Прочие,№ 32413426038,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16581578,Закупка завершена,Поставка приборов учёта холодной воды для объектов МУП «Домодедовский водоканал»,Заказчик,"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА ДОМОДЕДОВО ""ДОМОДЕДОВСКИЙ ВОДОКАНАЛ""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=15824,"4 911 016,97 ₽",25.03.2024,29.03.2024,10.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16581578
"Mon, 29 Apr 2024 18:10:59 +0000",223-ФЗ Прочие,№ 32413444474,https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?noticeInfoId=16578180,Закупка завершена,Поставка высоковольтного прибора учёта электрической энергии трёхфазного многофункционального для абонентов непосредственно или опосредовано присоединённых к электрическим сетям предприятия в рамках выполнения технологического присоединения и эксплуатации,Заказчик,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ЭНЕРГЕТИЧЕСКОЕ ПРЕДПРИЯТИЕ ""ЭЛЕКТРОСЕТЕВАЯ КОМПАНИЯ ПО ЭКСПЛУАТАЦИИ ЭЛЕКТРИЧЕСКИХ СЕТЕЙ ""ОБЛКОММУНЭНЕРГО""",https://zakupki.gov.ru/epz/organization/view223/info.html?agencyId=1908,"20 000 000,00 ₽",29.03.2024,29.03.2024,08.04.2024,https://zakupki.gov.ru/epz/order/notice/notice223/documents.html?noticeInfoId=16578180
